Car ID,Car,Body Type,Engine Type,Price ($),Year of Manufacture,Transmission Type,Resale Value ($),Fuel Economy (km/l),Performance Rating,User Rating,Safety Rating,Comfort Level,Maintenance Cost ($/yr),Warranty Period (years),Seating Capacity,Battery Capacity (kWh),Drive Type
2168,Kia Forte,Wagon,Diesel,25619.88,2022,Manual,11549.4,27.5,4,7,6,5,744.29,2,5,,FWD
2169,Maserati Ghibli,Convertible,Diesel,175371.69,2012,Automatic,128787.86,9.9,10,9,10,9,5026.9,5,4,,RWD
2170,Subaru Outback,Wagon,Hybrid,36795.33,2013,Automatic,23308.51,24.3,8,6,8,8,1137.15,3,5,,FWD
2171,Chevrolet Traverse,SUV,Diesel,26575.51,2011,Automatic,20977.15,15.3,7,8,8,10,1605.3,1,5,,AWD
2172,Ford Fusion,Hatchback,Diesel,27249.17,2022,Automatic,16270.76,27.4,4,10,6,5,1229.59,3,5,,FWD
2173,Jeep Grand Cherokee,Wagon,Hybrid,47005.76,2021,Automatic,35293.37,20.2,8,9,8,6,2133.2,4,5,,FWD
2174,Honda Accord,Hatchback,Diesel,19770.54,2022,Automatic,11394.95,20.5,4,9,6,5,779.07,3,5,,FWD
2175,Volkswagen Tiguan,Wagon,Diesel,42110.64,2023,Automatic,33457.34,15.2,6,5,9,8,2223.53,5,5,,AWD
2176,Kia Niro EV,Sedan,Electric,49022.13,2015,Automatic,30269.56,28.4,6,10,7,8,1599.16,5,5,94.1,AWD
2177,Suzuki Baleno,Hatchback,Diesel,17307.65,2011,Automatic,7611.39,20.8,4,8,6,5,886.38,1,5,,FWD
2178,Ford Mustang Mach-E,Hatchback,Hybrid,43884.11,2024,Automatic,32607.1,29.1,7,8,6,7,721.96,1,4,,FWD
2179,Chevrolet Corvette,Sedan,Petrol,92371.01,2010,Automatic,73119.18,11.1,10,7,7,5,3034.57,4,4,,RWD
2180,Nissan Rogue,Minivan,Hybrid,43394.19,2012,Automatic,31268.06,22,8,7,8,8,1357.07,4,5,,FWD
2181,Suzuki Baleno,Wagon,Petrol,26106.12,2024,Automatic,12793.79,25.2,4,9,5,5,797.33,5,5,,FWD
2182,Chevrolet Camaro,Coupe,Petrol,83113.01,2012,Automatic,62958.51,8.9,9,9,7,7,3813.05,2,2,,AWD
2183,Hyundai Tucson,SUV,Petrol,35275.18,2020,Automatic,26854.56,20.2,6,5,10,10,1690.72,5,7,,AWD
2184,Mazda CX-5,Minivan,Petrol,44110.85,2014,Automatic,27938.22,21.6,7,7,8,9,2139.25,2,7,,FWD
2185,Kia Optima,Sedan,Petrol,40390.38,2012,Automatic,29129.77,20.3,7,10,8,5,2570.1,5,4,,FWD
2186,Ford Focus,Hatchback,Petrol,25721.76,2022,Automatic,12344.25,22.1,6,5,6,5,1455.65,5,5,,FWD
2187,Audi Q7,Convertible,Diesel,121325.54,2018,Automatic,96513.99,11,10,5,9,8,4309.98,1,5,,AWD
2188,BMW 7 Series,Coupe,Hybrid,173516.82,2017,Automatic,144388.98,9,8,9,10,8,4331.32,2,4,,RWD
2189,Porsche Boxster,Coupe,Petrol,66829,2017,Automatic,48291.47,14.3,9,5,7,5,3349.79,4,2,,AWD
2190,Mazda CX-5,Wagon,Diesel,44216.61,2012,Automatic,30475.13,21.7,7,7,8,9,2182.74,5,7,,AWD
2191,Mercedes C-Class,SUV,Petrol,191627.82,2012,Automatic,165743.36,8.3,8,9,9,9,6129.48,1,5,,RWD
2192,Dodge Durango,Sedan,Petrol,32518.28,2010,Manual,25483.46,20.2,6,6,6,7,2655.25,3,7,,AWD
2193,Nissan Sentra,Wagon,Petrol,24645.33,2015,Manual,13158.16,26.6,4,9,5,4,1391.1,4,5,,FWD
2194,Buick Enclave,Wagon,Diesel,44966.27,2018,Manual,30264.38,17.6,6,9,6,6,2621.74,4,5,,FWD
2195,Porsche 911,Sedan,Hybrid,188108.45,2020,Automatic,141082.87,10.7,9,10,9,10,5198.4,3,5,,RWD
2196,Ford Mustang,Coupe,Diesel,72912.05,2014,Manual,45369.53,14.6,9,10,8,5,5358.84,1,4,,AWD
2197,Lexus LS,SUV,Diesel,164952.93,2013,Automatic,122931.65,9.6,8,10,9,8,4928.72,1,5,,AWD
2198,Chevrolet Camaro,Convertible,Diesel,65165.42,2015,Automatic,42619.98,9.9,10,10,8,5,4769.03,1,4,,AWD
2199,BMW i3,SUV,Electric,32299.18,2010,Automatic,22969.01,26.3,7,8,7,7,1338.29,2,4,93,FWD
2200,Kia Sorento,Wagon,Diesel,38516.37,2011,Automatic,26994.48,19.6,6,10,9,8,2314.7,2,5,,AWD
2201,BMW X5,SUV,Petrol,195384.09,2019,Automatic,162936.22,12,8,8,9,8,6980.59,5,5,,AWD
2202,Nissan GT-R,Convertible,Diesel,63711.16,2013,Manual,41252.78,15,9,7,7,6,3192.64,5,4,,RWD
2203,Chrysler Pacifica,SUV,Hybrid,57920.48,2024,Automatic,42970.1,21.2,7,9,8,5,1900.05,3,5,,FWD
2204,Ford Mustang Mach-E,Sedan,Electric,53334.03,2013,Automatic,34856.47,27.7,6,7,7,6,629.61,1,5,34.1,FWD
2205,Tesla Model 3,Hatchback,Hybrid,33577.69,2014,Automatic,20417.43,25.4,6,6,7,6,1633.08,4,5,,FWD
2206,Ford Focus,Sedan,Petrol,22811.71,2016,Manual,10825.11,23.6,5,6,6,6,540.85,2,5,,FWD
2207,Honda CR-V,Wagon,Petrol,45342.27,2024,Automatic,34202.46,17.8,6,8,8,10,1305.2,5,5,,AWD
2208,Chrysler Pacifica,Sedan,Diesel,49539.82,2019,Manual,39145.63,15.4,6,5,7,7,1802.08,1,5,,AWD
2209,Kia Niro EV,Hatchback,Hybrid,46230.61,2024,Automatic,32377.26,25.7,8,6,7,6,504.13,2,5,,AWD
2210,Hyundai Kona,Sedan,Hybrid,41716.16,2022,Automatic,26969.68,16,8,8,7,6,2377.74,1,5,,FWD
2211,Volkswagen Passat,Sedan,Petrol,51341.74,2010,Manual,40389.99,21,8,6,7,7,2486.01,5,7,,FWD
2212,Jaguar XF,Coupe,Hybrid,173191.98,2016,Automatic,121556.22,11,9,9,10,10,5748.45,2,4,,RWD
2213,Honda Civic,Sedan,Petrol,19111.87,2010,Automatic,8000.6,26.1,5,8,5,4,760.53,3,5,,FWD
2214,Audi Q7,SUV,Petrol,177154.68,2023,Automatic,151209.78,10.5,8,5,9,10,4907.85,5,4,,AWD
2215,Jaguar F-Pace,Coupe,Hybrid,165032.56,2011,Automatic,138117.6,11.9,9,5,10,10,4925.46,1,5,,RWD
2216,Porsche Boxster,Coupe,Diesel,72782.13,2021,Automatic,48727.36,10,9,7,6,7,3356.85,4,4,,AWD
2217,Porsche Boxster,Convertible,Diesel,84079.35,2019,Manual,61052.25,14.9,10,8,6,6,4297.75,4,2,,RWD
2218,BMW X5,Convertible,Hybrid,129586.89,2016,Automatic,99672.49,9.3,8,7,10,8,5471.9,3,5,,RWD
2219,GMC Acadia,Hatchback,Hybrid,53438.07,2011,Manual,36207.47,16.4,7,6,8,5,2238.67,5,4,,FWD
2220,Chevrolet Bolt,SUV,Hybrid,43605.59,2012,Automatic,27345.37,27.2,6,6,7,7,951.38,5,5,,AWD
2221,Ford Explorer,Wagon,Diesel,42768.74,2021,Automatic,27074.79,16.9,8,5,8,10,1654.7,5,7,,FWD
2222,Buick Enclave,SUV,Petrol,44952.67,2015,Automatic,27090.81,20.1,7,8,7,6,1700.28,1,5,,FWD
2223,Porsche Boxster,Coupe,Diesel,84447.23,2020,Manual,52118,13.5,9,8,6,7,3595.51,5,2,,RWD
2224,Lexus LS,SUV,Hybrid,112954.72,2015,Automatic,90076.27,8.7,10,9,9,9,5128.62,3,4,,RWD
2225,Ford Mustang,Coupe,Petrol,61593.3,2022,Automatic,42189.95,13.4,9,10,6,5,3244.87,1,4,,AWD
2226,Toyota Prius,SUV,Electric,51353.5,2022,Automatic,31766.31,27.5,6,8,7,8,1263.05,3,5,57.8,FWD
2227,Ford Focus,Sedan,Petrol,26408.22,2022,Automatic,13852.34,23.2,5,9,5,5,854.21,4,5,,FWD
2228,Ford Fusion,Sedan,Diesel,20399.86,2024,Automatic,11905.58,23.3,5,10,6,4,1254.29,1,5,,FWD
2229,Hyundai Ioniq,SUV,Hybrid,54295.27,2022,Automatic,35430.76,25.3,8,5,6,7,714.99,5,5,,FWD
2230,Nissan Leaf,Hatchback,Electric,37458.45,2021,Automatic,26416.48,29.4,7,10,8,6,1848.85,3,4,40.4,FWD
2231,Tesla Model S,Sedan,Electric,58180.83,2021,Automatic,45335.38,25.1,8,5,6,8,987.48,3,4,34.6,FWD
2232,Tesla Model 3,SUV,Hybrid,41933.7,2016,Automatic,30167.72,28.1,6,10,7,8,1043.08,3,4,,FWD
2233,GMC Acadia,Hatchback,Diesel,37307.68,2011,Manual,29299.73,23,6,5,7,6,1900.51,5,7,,AWD
2234,Honda Civic,Hatchback,Petrol,28148.96,2010,Manual,11855.73,25.5,6,9,4,4,961.63,1,5,,FWD
2235,Nissan Sentra,Sedan,Petrol,29049.21,2022,Manual,15218.1,24.7,4,8,4,5,611.52,3,5,,FWD
2236,Nissan Sentra,Hatchback,Diesel,20575.09,2019,Manual,10910.42,20.7,6,7,5,6,556.72,2,5,,FWD
2237,Dodge Charger,Sedan,Diesel,90734.58,2010,Automatic,61151.72,13.1,10,7,7,7,4497.59,3,2,,RWD
2238,Volkswagen Tiguan,Minivan,Diesel,33814.66,2020,Automatic,21659.73,20.7,7,6,10,8,2466.33,5,7,,AWD
2239,BMW X5,SUV,Hybrid,123510.47,2024,Automatic,94663.2,11.7,9,8,9,8,6474.23,5,5,,AWD
2240,Chevrolet Traverse,Wagon,Petrol,37312.43,2020,Automatic,29209.23,16.2,8,5,9,9,1336.91,4,7,,FWD
2241,Nissan Sentra,Hatchback,Diesel,17536.97,2022,Automatic,9151.61,26.2,6,5,4,6,1268.42,5,5,,FWD
2242,Tata Harrier,Wagon,Hybrid,56389.88,2020,Automatic,34702.44,15.8,8,10,6,5,2813.86,5,4,,FWD
2243,Volkswagen Tiguan,Minivan,Hybrid,27845.71,2012,Automatic,20056.55,21.5,8,10,10,8,1456.27,5,5,,FWD
2244,Toyota Highlander,SUV,Hybrid,45226.76,2010,Automatic,31568.71,15.7,6,6,9,10,1885.45,5,5,,FWD
2245,BMW 7 Series,Sedan,Diesel,140821.09,2024,Automatic,123025.86,9.5,9,5,10,10,4422.33,1,4,,RWD
2246,BMW i3,Hatchback,Hybrid,50898.18,2017,Automatic,34869.13,29.7,6,9,7,7,1102.9,5,5,,FWD
2247,Tesla Model 3,Hatchback,Electric,50851.52,2017,Automatic,36714.45,25.7,8,5,8,6,1751.79,2,5,42,AWD
2248,Porsche Boxster,Sedan,Petrol,90324.3,2020,Automatic,56216.28,14.6,10,5,7,7,4178.25,4,2,,AWD
2249,Hyundai Kona,Sedan,Diesel,32079.74,2010,Manual,22451.56,19.4,6,6,8,5,2981.57,5,4,,FWD
2250,Chevrolet Malibu,Hatchback,Hybrid,46654.9,2012,Manual,29117.86,23.4,6,5,8,6,2169,5,5,,AWD
2251,Chrysler Pacifica,Sedan,Petrol,57814.19,2023,Automatic,42691.38,16.9,6,8,8,5,2000.83,3,7,,FWD
2252,Kia Optima,Hatchback,Diesel,33425.31,2018,Automatic,23389.9,18.2,6,10,7,5,2879.42,1,4,,AWD
2253,Jeep Grand Cherokee,Wagon,Petrol,56349.16,2015,Manual,35951.83,20.6,8,7,8,5,1784.62,3,4,,FWD
2254,Honda CR-V,Wagon,Hybrid,32911.91,2010,Automatic,24155.73,24.7,7,10,8,10,1419.22,4,7,,AWD
2255,Dodge Durango,Wagon,Petrol,36002.18,2021,Manual,25643.27,21.3,6,7,7,6,2426.86,1,7,,FWD
2256,Subaru Outback,Wagon,Diesel,42262.37,2022,Automatic,33788.21,21.9,8,6,9,10,1358.23,1,5,,FWD
2257,Kia Forte,Sedan,Diesel,20374.48,2013,Automatic,10473.35,22.3,4,5,5,6,1065.36,2,5,,FWD
2258,Audi Q7,SUV,Petrol,142990.57,2013,Automatic,104992.04,11.1,8,10,10,8,6339.49,2,4,,AWD
2259,Tesla Model S,SUV,Hybrid,53910.77,2023,Automatic,42618.28,29.5,6,8,6,6,1096.23,5,4,,FWD
2260,BMW i3,SUV,Electric,51101.93,2015,Automatic,37558.22,28.7,6,8,8,6,1800.32,4,4,91.8,FWD
2261,Mazda MX-5,Coupe,Petrol,74970.83,2011,Automatic,55208.7,12.2,9,5,7,7,4706.28,4,2,,AWD
2262,Volkswagen Passat,Wagon,Hybrid,52872.19,2021,Manual,40726.29,17.8,7,10,7,7,2988.4,2,5,,AWD
2263,Dodge Challenger,Convertible,Petrol,66855.56,2016,Manual,52232.62,8.9,9,8,6,5,3298.67,3,2,,RWD
2264,Chevrolet Corvette,Convertible,Diesel,79209.85,2011,Automatic,51382.83,9.1,10,6,6,5,3745.01,5,4,,AWD
2265,Porsche Boxster,Sedan,Diesel,97281.79,2011,Manual,66323.25,10.8,10,6,8,7,5314.34,2,4,,RWD
2266,GMC Acadia,Hatchback,Diesel,30193.13,2018,Manual,18871.05,15.7,6,8,8,5,2388.82,3,5,,AWD
2267,Volkswagen Tiguan,SUV,Diesel,30989.46,2023,Automatic,22107.54,20.4,8,10,8,9,1782.78,4,7,,FWD
2268,Hyundai Tucson,Minivan,Petrol,41282.14,2020,Automatic,25125.69,17.8,7,7,8,10,1576.94,3,7,,AWD
2269,Volkswagen Tiguan,Wagon,Diesel,25781.74,2021,Automatic,16359.56,23.5,6,10,9,10,2043.47,2,5,,FWD
2270,Ford Mustang,Coupe,Diesel,82271.28,2014,Automatic,65005.19,9.9,9,5,7,5,4712.97,2,2,,RWD
2271,Audi Q7,Coupe,Diesel,187144.12,2017,Automatic,156840.73,11.6,8,10,9,9,4624.78,5,5,,RWD
2272,Ford Mustang,Coupe,Diesel,77965.77,2022,Automatic,60527.67,10.1,10,8,8,6,5090.9,1,4,,RWD
2273,BMW 7 Series,SUV,Diesel,113860.82,2022,Automatic,97517.09,9.4,9,8,9,8,4887.76,3,4,,AWD
2274,Hyundai Ioniq,SUV,Hybrid,53143.41,2021,Automatic,36290.22,27.8,6,10,8,6,1244,4,5,,FWD
2275,Kia Niro EV,Hatchback,Electric,50867.93,2011,Automatic,36160.8,27,6,7,7,6,901.08,2,5,71.5,FWD
2276,Subaru WRX,Sedan,Diesel,66512.5,2019,Automatic,47907.86,9.7,9,6,6,7,4423.09,3,4,,RWD
2277,Mercedes S-Class,Coupe,Diesel,105734.56,2023,Automatic,78719.27,10.9,9,7,10,8,6740.73,3,5,,AWD
2278,Lexus LS,Sedan,Hybrid,108320.09,2021,Automatic,84139.56,11.3,10,8,10,10,4693.19,5,4,,RWD
2279,Toyota Corolla,Sedan,Petrol,17837.73,2023,Manual,9668.25,24.3,4,10,4,6,555.95,1,5,,FWD
2280,Toyota Camry,Wagon,Diesel,28313.99,2024,Automatic,15330.76,25,4,6,6,5,1042.18,2,5,,FWD
2281,BMW 7 Series,Sedan,Diesel,108434.48,2023,Automatic,85445.99,8.6,9,10,10,10,4617.57,1,5,,RWD
2282,Tesla Model 3,Sedan,Electric,31293.25,2020,Automatic,23245.73,26.2,7,5,8,6,749.64,5,5,67.6,AWD
2283,Chevrolet Corvette,Sedan,Petrol,62591.04,2012,Automatic,38436.3,11.8,9,9,8,6,4978.83,3,4,,AWD
2284,Chevrolet Camaro,Coupe,Diesel,95726.62,2010,Manual,67921.59,10.4,9,8,6,7,2789.44,4,2,,AWD
2285,Ford Fusion,Hatchback,Petrol,26698.57,2011,Automatic,14701.87,25.7,6,7,4,6,585.73,4,5,,FWD
2286,Audi A4,SUV,Hybrid,148650.95,2023,Automatic,128055.45,9.1,8,10,9,10,4569.46,1,4,,AWD
2287,Honda Accord,Hatchback,Diesel,29077.11,2012,Manual,12100.72,28.3,6,9,6,4,1058.43,3,5,,FWD
2288,Subaru Outback,Minivan,Petrol,40891.39,2013,Automatic,25738.94,24.3,8,10,8,9,1484.36,5,7,,AWD
2289,BMW X5,Coupe,Hybrid,144565.3,2013,Automatic,117253.17,10.8,9,7,9,10,6231.1,1,5,,RWD
2290,Toyota Corolla,Hatchback,Petrol,18869.01,2016,Manual,10839.59,28.7,5,10,6,5,1115.85,3,5,,FWD
2291,Volkswagen Tiguan,Minivan,Hybrid,46492.47,2020,Automatic,31609.54,16.7,7,5,10,10,1616.27,3,7,,FWD
2292,Porsche Cayenne,Coupe,Hybrid,157870.87,2015,Automatic,140388.78,8.9,10,5,10,8,6948.51,2,5,,AWD
2293,Toyota Camry,Hatchback,Petrol,24686.89,2022,Manual,11177.35,27.7,6,10,6,4,1004.56,3,5,,FWD
2294,Nissan Rogue,Wagon,Hybrid,36763.78,2021,Automatic,23266.64,23.9,6,6,9,8,1401.79,3,7,,FWD
2295,Chevrolet Camaro,Convertible,Diesel,79691.81,2015,Manual,62089.78,14.5,9,9,7,5,4965.02,2,4,,RWD
2296,Toyota Camry,Wagon,Diesel,20490.04,2011,Automatic,11806.64,28.7,5,8,6,4,1103.8,4,5,,FWD
2297,Porsche Boxster,Coupe,Diesel,97778.54,2018,Automatic,72102.66,10.9,10,6,6,5,2946.83,3,4,,AWD
2298,Chevrolet Camaro,Coupe,Diesel,71249.14,2019,Automatic,56007.25,11.8,9,8,8,5,3129.59,1,4,,RWD
2299,Ford Mustang,Coupe,Diesel,61133.16,2011,Automatic,38542.46,12.4,10,10,7,7,2654.56,5,4,,AWD
2300,Kia Sorento,Wagon,Diesel,36823.14,2018,Automatic,29060.9,19.4,7,8,8,8,1334.49,1,7,,FWD
2301,Nissan GT-R,Sedan,Diesel,95016.15,2018,Automatic,61389.68,8.6,10,5,7,5,2667.06,4,4,,RWD
2302,Hyundai Ioniq,Sedan,Electric,36771.7,2024,Automatic,22403.33,25.8,8,7,7,6,1835.49,3,5,32.7,FWD
2303,Jeep Grand Cherokee,SUV,Petrol,55613.29,2012,Automatic,36171.89,18.3,8,7,8,7,1691.92,1,5,,FWD
2304,Honda CR-V,Wagon,Diesel,45666.66,2024,Automatic,34941.32,24,6,9,10,8,1622.07,2,7,,FWD
2305,Mazda CX-5,SUV,Hybrid,36169.94,2021,Automatic,25479.52,16.6,6,9,8,8,1860.05,4,5,,AWD
2306,Audi Q7,Coupe,Diesel,196463.75,2021,Automatic,144207.48,8.9,9,10,10,9,6254.49,1,4,,RWD
2307,Hyundai Elantra,Wagon,Petrol,24972.86,2011,Automatic,12119.39,22.2,4,10,5,5,840.85,1,5,,FWD
2308,Suzuki Swift,Hatchback,Petrol,18887.57,2015,Automatic,9879.78,20.2,4,7,6,4,911.94,5,5,,FWD
2309,Mazda CX-5,SUV,Diesel,25516.99,2015,Automatic,20245.12,19.4,8,10,8,9,1359.32,3,7,,FWD
2310,Mazda MX-5,Convertible,Petrol,90383.33,2023,Manual,56488.14,12.9,10,6,7,6,2879.12,1,4,,RWD
2311,Honda Accord,Wagon,Petrol,15316.1,2021,Automatic,7859.84,23.6,4,10,5,5,1171.48,4,5,,FWD
2312,Chevrolet Camaro,Coupe,Petrol,68767.69,2018,Automatic,42740.72,8.9,10,5,6,7,3226.77,1,4,,AWD
2313,Hyundai Elantra,Sedan,Diesel,27040.92,2010,Manual,15018.06,23,4,6,5,5,1114.93,5,5,,FWD
2314,Nissan Altima,Hatchback,Petrol,21021.19,2016,Manual,10466.73,26.5,4,5,6,5,563.78,1,5,,FWD
2315,Dodge Challenger,Sedan,Petrol,92865.27,2024,Automatic,60148.25,14.2,10,7,6,7,3389.58,2,2,,RWD
2316,Audi Q7,SUV,Diesel,135070.11,2017,Automatic,112915.35,8.3,8,10,10,8,5333.42,2,5,,AWD
2317,Buick Enclave,Sedan,Diesel,30079.33,2011,Manual,18220.68,18.5,8,5,6,5,1765.69,3,7,,FWD
2318,Toyota Highlander,Wagon,Diesel,46898.88,2012,Automatic,32942.04,21.7,8,9,8,9,2450.34,5,5,,FWD
2319,BMW X5,Coupe,Hybrid,122606.74,2017,Automatic,98420.89,9.9,9,9,10,9,4583.58,2,4,,RWD
2320,Ford Explorer,SUV,Diesel,44069.78,2016,Automatic,33430.89,25,7,8,8,9,1009.19,5,5,,FWD
2321,Jaguar XF,Coupe,Hybrid,140306.84,2011,Automatic,102996.65,8.9,8,7,9,8,4160.21,2,5,,AWD
2322,Nissan Leaf,SUV,Hybrid,39287.74,2018,Automatic,28187.36,28.8,6,7,8,7,1861.37,4,4,,FWD
2323,Lexus LS,Coupe,Diesel,117979.41,2013,Automatic,102113.99,9.3,10,6,10,9,6875.27,4,5,,RWD
2324,Volkswagen Tiguan,SUV,Hybrid,44917.48,2017,Automatic,34927.89,24.2,7,5,8,9,1381.11,3,5,,AWD
2325,Kia Optima,Hatchback,Petrol,41464.72,2023,Automatic,27372.24,23.1,7,10,6,5,2934.8,3,5,,AWD
2326,Toyota Corolla,Sedan,Petrol,27312.31,2024,Manual,13171.19,20.6,4,10,4,4,607.67,3,5,,FWD
2327,Ford Mustang,Sedan,Petrol,96023.26,2012,Manual,60770.32,9.2,10,7,8,5,3357.07,5,2,,AWD
2328,Buick Enclave,SUV,Diesel,35157.42,2020,Automatic,23451.75,22.1,6,7,8,7,2258.52,4,7,,AWD
2329,Subaru Outback,SUV,Hybrid,41616.5,2016,Automatic,31224.73,24.4,7,8,9,8,1607.6,1,7,,AWD
2330,Lexus LS,Coupe,Diesel,161588.52,2020,Automatic,140808.59,10.3,9,5,10,9,5612.74,5,5,,RWD
2331,Mercedes C-Class,Convertible,Diesel,177376.89,2010,Automatic,142561.86,10.5,10,10,9,10,6664.6,2,5,,AWD
2332,Suzuki Baleno,Sedan,Petrol,19957.38,2019,Automatic,10155.95,23.3,6,8,4,4,1177.56,3,5,,FWD
2333,Mercedes C-Class,Convertible,Hybrid,120824.56,2024,Automatic,87201.91,10.8,9,6,9,9,4949.13,1,5,,AWD
2334,Suzuki Swift,Hatchback,Diesel,25148.89,2020,Automatic,13167.1,22,4,7,5,5,948.36,4,5,,FWD
2335,Tata Harrier,Wagon,Petrol,42736.18,2019,Automatic,27119.98,23.5,7,5,6,7,2479.74,1,4,,AWD
2336,Porsche Cayenne,Convertible,Petrol,113453.57,2020,Automatic,99762.97,11.9,8,7,10,10,5569.83,3,4,,RWD
2337,Mercedes S-Class,Sedan,Petrol,180560.3,2024,Automatic,162194.15,9.4,9,6,10,10,5546.59,4,4,,AWD
2338,Kia Niro EV,Hatchback,Electric,36020.56,2019,Automatic,27629.86,26.4,6,8,6,8,881.04,3,4,40.7,FWD
2339,Porsche 911,Sedan,Diesel,180594.62,2015,Automatic,156852.01,11.9,8,6,10,8,6154.1,1,4,,AWD
2340,Honda Civic,Sedan,Petrol,29862.45,2021,Automatic,17601.12,29.5,6,9,4,5,1121.76,5,5,,FWD
2341,Dodge Charger,Convertible,Petrol,72066.51,2018,Automatic,46704.49,12,9,7,7,6,4165.18,4,4,,RWD
2342,Maserati Ghibli,SUV,Hybrid,189029,2022,Automatic,153904.03,11.5,9,8,9,8,4618.68,2,5,,RWD
2343,Hyundai Tucson,SUV,Hybrid,34469.72,2015,Automatic,22160.22,22.8,7,7,9,10,1080.09,3,7,,FWD
2344,Toyota Camry,Sedan,Diesel,15662.22,2011,Manual,7624.33,29.5,6,8,6,4,529.8,4,5,,FWD
2345,Toyota Corolla,Wagon,Diesel,27779.54,2022,Automatic,12374.54,25.5,6,8,5,6,1452.67,4,5,,FWD
2346,Toyota Prius,Sedan,Electric,34383.04,2012,Automatic,25313.85,25.3,6,5,8,7,1656.6,4,4,58.4,FWD
2347,Mercedes S-Class,Coupe,Petrol,176127.01,2020,Automatic,140468.79,11.4,10,5,9,9,5298.43,1,4,,AWD
2348,Toyota Camry,Hatchback,Diesel,20051.89,2024,Manual,9808.27,25,5,9,4,5,1024.67,5,5,,FWD
2349,Chevrolet Bolt,SUV,Hybrid,54930.99,2022,Automatic,39042.14,27.9,8,6,8,8,1531.38,3,5,,AWD
2350,Chevrolet Bolt,Hatchback,Electric,37356.54,2015,Automatic,27580.63,26.1,7,6,7,6,964.66,4,5,97.5,AWD
2351,Dodge Charger,Coupe,Petrol,69734.12,2013,Manual,53075.63,8.2,10,5,7,7,2810.11,4,4,,RWD
2352,Honda Clarity,Hatchback,Electric,58572.03,2023,Automatic,46463.72,26.9,6,8,6,6,1398.26,4,4,37.2,FWD
2353,Dodge Challenger,Sedan,Petrol,85284.56,2013,Manual,52709.38,11.2,10,6,7,6,3482.83,3,4,,RWD
2354,Chevrolet Traverse,Wagon,Petrol,45634.75,2010,Automatic,32155.1,21.2,7,9,10,8,1106.33,1,5,,AWD
2355,Suzuki Swift,Sedan,Petrol,26531.43,2023,Automatic,14197.07,26.9,5,9,4,5,1134.35,1,5,,FWD
2356,Porsche 911,SUV,Petrol,185595.26,2018,Automatic,154502.07,8.8,10,5,9,8,4329.78,5,5,,RWD
2357,Nissan Rogue,Minivan,Petrol,30992.63,2010,Automatic,19527.63,24.8,8,6,10,10,1426.39,1,7,,FWD
2358,Dodge Charger,Coupe,Petrol,86804.75,2024,Automatic,52968.53,12.8,10,7,8,7,2673.08,1,4,,AWD
2359,Kia Optima,Sedan,Petrol,30692.91,2016,Automatic,22916.9,16.8,7,9,7,6,2060.46,1,5,,AWD
2360,Dodge Charger,Convertible,Petrol,60522.79,2013,Automatic,37006.58,14.6,10,6,8,5,4971.49,3,4,,RWD
2361,Honda Accord,Wagon,Diesel,28149.11,2021,Automatic,15166.71,24.2,5,10,4,5,1399.31,1,5,,FWD
2362,Dodge Challenger,Coupe,Diesel,91743.39,2017,Manual,58163.8,10.8,10,10,8,7,3992.46,5,4,,AWD
2363,Subaru WRX,Coupe,Petrol,96975.74,2019,Manual,62216.62,8.9,9,7,6,6,3645.77,1,2,,AWD
2364,Chevrolet Corvette,Convertible,Diesel,68828.33,2015,Manual,51478.02,12.1,9,7,7,5,2690.44,4,4,,RWD
2365,Tesla Model S,SUV,Electric,42820.07,2010,Automatic,31700.2,26.9,6,8,7,6,1870.2,3,4,62,FWD
2366,Porsche Cayenne,SUV,Petrol,195695.46,2018,Automatic,153500.32,8,8,9,9,8,4011.28,4,5,,AWD
2367,Honda Civic,Hatchback,Petrol,20664.3,2014,Manual,8888.28,25,4,10,6,5,846.05,5,5,,FWD
2368,Chevrolet Malibu,Sedan,Diesel,48199.55,2010,Manual,35871.63,24.9,7,5,6,7,1982.83,1,5,,FWD
2369,Hyundai Ioniq,Hatchback,Electric,56345.5,2023,Automatic,38798.05,29.3,8,7,8,7,1335.36,2,4,95.9,FWD
2370,Kia Forte,Wagon,Petrol,25874.08,2017,Manual,12829.04,23.2,5,6,4,5,668.55,1,5,,FWD
2371,Ford Mustang Mach-E,Sedan,Hybrid,55134.14,2011,Automatic,39959.07,26.8,8,10,7,8,886.61,2,5,,FWD
2372,Porsche Boxster,Coupe,Petrol,67570.72,2020,Manual,51137.49,10.4,9,5,8,7,3672.52,4,4,,RWD
2373,Toyota Highlander,SUV,Petrol,34711.1,2018,Automatic,21801.52,21.6,8,6,9,10,1281.55,1,7,,FWD
2374,Ford Mustang,Sedan,Petrol,70530.76,2019,Automatic,46841.28,8.2,9,9,6,7,3633.34,2,2,,AWD
2375,Jaguar F-Pace,Sedan,Petrol,165280.39,2020,Automatic,136670.88,9,10,5,10,8,5750.15,2,5,,RWD
2376,Ford Fusion,Sedan,Diesel,23999.54,2018,Manual,11996.49,25.7,5,9,4,5,1129.21,2,5,,FWD
2377,Nissan Sentra,Hatchback,Diesel,17915.91,2024,Automatic,9883.49,24,6,10,6,6,754.73,5,5,,FWD
2378,Volkswagen Tiguan,Minivan,Hybrid,47706.85,2020,Automatic,32624.95,20.9,8,9,10,10,1807.36,1,5,,FWD
