Price ($),Year of Manufacture,Resale Value ($),Fuel Economy (km/l),Performance Rating,User Rating,Safety Rating,Comfort Level,Maintenance Cost ($/yr),Warranty Period (years),Seating Capacity,Battery Capacity (kWh),Body Type_Convertible,Body Type_Coupe,Body Type_Hatchback,Body Type_Minivan,Body Type_SUV,Body Type_Sedan,Body Type_Wagon,Engine Type_Diesel,Engine Type_Electric,Engine Type_Hybrid,Engine Type_Petrol,Transmission Type_Automatic,Transmission Type_Manual,Drive Type_AWD,Drive Type_FWD,Drive Type_RWD,Car,Car_ID
0.142619423,0.714285714,0.12496619,0.986363636,0.666666667,0.8,0.333333333,0.5,0.193626533,0.25,0.4,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Ford Mustang Mach-E,1990
0.368740944,0.928571429,0.340043771,0.186363636,0.833333333,0.6,0.5,0.5,0.635266561,1,0,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,BMW M3,1991
0.468938724,0.285714286,0.414978433,0.104545455,0.833333333,0.6,1,0.666666667,0.693021291,0.75,0.6,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,BMW X5,1992
0.217738664,0.928571429,0.183571612,0.95,0.333333333,0.2,0.333333333,0.333333333,0.166411463,0.5,0.6,0.824780976,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,BMW i3,1993
0.492120421,0.857142857,0.460339385,0.054545455,0.666666667,0.8,1,0.666666667,0.592873411,0.75,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Audi A4,1994
0.229963389,0.785714286,0.22915326,0.331818182,0.5,0.6,0.666666667,0.166666667,0.353766609,0.75,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Buick Enclave,1995
0.237815523,0.428571429,0.226287856,0.809090909,0.333333333,0,0.333333333,0.333333333,0.189470795,0.25,0.4,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Hyundai Ioniq,1996
0.424150732,0.5,0.324072433,0.186363636,1,0.4,0.5,0.5,0.508080944,0.25,0,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Dodge Challenger,1997
0.536861256,0.071428571,0.46254166,0.05,0.666666667,0.6,0.833333333,0.666666667,0.921159721,0,0.4,0.474342929,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Porsche Cayenne,1998
0.346805206,0.571428571,0.294224949,0.027272727,0.833333333,0.4,0.666666667,0.333333333,0.510054726,0.5,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Subaru WRX,1999
0.012812661,1,0.01321371,0.586363636,0.166666667,0.8,0.166666667,0,0.114809383,1,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Ford Focus,2000
0.111400158,1,0.116880002,0.390909091,0.5,0,1,0.833333333,0.244786053,1,1,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,Mazda CX-5,2001
0.03323973,0.571428571,0.022369669,0.690909091,0.333333333,1,0.166666667,0,0.087557305,0.5,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Honda Accord,2002
0.025300908,0.5,0.015970182,0.963636364,0,0.8,0.333333333,0,0.113756185,0.75,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Toyota Corolla,2003
0.059142256,0,0.071862554,0.431818182,0.5,0.6,0.833333333,1,0.144206408,0,1,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Toyota Highlander,2004
0.033789649,0.571428571,0.019754911,0.877272727,0.166666667,0.2,0.333333333,0,0.027349225,0.75,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,Honda Accord,2005
0.021957694,0.928571429,0.009969417,0.740909091,0.166666667,0.6,0.333333333,0,0.126895718,0.25,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,Nissan Sentra,2006
0.566367761,0.214285714,0.484684157,0.072727273,0.666666667,0,0.833333333,0.833333333,0.563963664,1,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Lexus LS,2007
0.146796575,0.785714286,0.140356273,0.759090909,0.666666667,0,1,0.833333333,0.143142416,0.5,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Toyota Highlander,2008
0.882617835,1,0.784506005,0.095454545,0.833333333,0,1,0.666666667,0.952828138,0.75,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Porsche Cayenne,2009
0.174912246,0.642857143,0.148843552,0.331818182,0.333333333,0.6,1,0.666666667,0.232197021,0.75,1,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Mazda CX-5,2010
0.087216936,0.285714286,0.081268986,0.463636364,0.666666667,0.2,1,0.833333333,0.112317483,1,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Kia Sorento,2011
0.083244145,0.642857143,0.078021513,0.904545455,0.666666667,0,0.666666667,0.333333333,0.097925832,0.25,0.6,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Tesla Model S,2012
0.190046262,0.142857143,0.184994832,0.95,0.5,0.4,0.666666667,0.333333333,0.113074614,0,0.4,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,Nissan Leaf,2013
0.125819479,1,0.139521653,0.322727273,0.333333333,0.2,0.666666667,0.333333333,0.245813037,0,1,0.474342929,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Kia Optima,2014
0.14333585,0.071428571,0.114757055,0.431818182,0.666666667,0.8,1,0.833333333,0.272065887,0.75,1,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,Nissan Rogue,2015
0.945615748,0.071428571,0.87931694,0.022727273,0.833333333,1,1,0.833333333,0.963949169,0.25,0.4,0.474342929,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Jaguar XF,2016
0.038187764,0.928571429,0.034522397,0.627272727,0.166666667,0.6,0.333333333,0,0.117128578,0,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Ford Fusion,2017
0.206302452,0.214285714,0.189584808,0.718181818,0.5,0.8,0.5,0.5,0.301058904,0.75,1,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,Jeep Grand Cherokee,2018
0.816056501,1,0.678819741,0.013636364,0.833333333,0.4,1,1,0.654589584,1,0.4,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Maserati Ghibli,2019
0.218710501,0.642857143,0.172239917,0.35,0.5,0.2,0.666666667,0.5,0.33971266,0,0.4,0.474342929,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,Chevrolet Malibu,2020
0.920893205,0.357142857,0.847847513,0.177272727,0.666666667,0.6,0.833333333,0.666666667,0.904430371,0.75,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Jaguar XF,2021
0.782396693,0.5,0.760713406,0.081818182,0.833333333,0.6,0.833333333,0.833333333,0.861927738,0.25,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Mercedes C-Class,2022
0.007369272,0.142857143,0.012143361,0.945454545,0.166666667,0.4,0,0.333333333,0.108763132,1,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,Nissan Altima,2023
0.132728005,1,0.104817588,0.372727273,0.666666667,0.2,0.333333333,0.5,0.287179202,1,1,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Chevrolet Malibu,2024
0.511001181,0.714285714,0.524012254,0.036363636,0.833333333,0.2,0.833333333,1,0.89403563,0.75,0.6,0.474342929,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Jaguar XF,2025
0.114155922,0.214285714,0.121224363,0.4,0.5,0.8,0.833333333,1,0.263833055,0.75,1,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,Volkswagen Tiguan,2026
0.191575265,0.142857143,0.141320292,0.540909091,0.666666667,0.8,0.333333333,0.166666667,0.252352733,0.5,1,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,GMC Acadia,2027
0.174252981,0.571428571,0.1524772,0.631818182,0.666666667,1,0.333333333,0.333333333,0.354361828,0,1,0.474342929,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,Tata Harrier,2028
0.190841696,0.428571429,0.191020979,0.795454545,0.333333333,0.2,0.666666667,0.666666667,0.057173389,0.75,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Tesla Model S,2029
0.402949807,0.857142857,0.294007491,0.031818182,1,1,0.666666667,0.5,0.510184256,0.75,0,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,Porsche Boxster,2030
0.010786518,0.928571429,0.016696623,0.727272727,0,0.6,0.166666667,0.166666667,0.117006759,0.5,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Hyundai Elantra,2031
0.101565414,1,0.083829914,0.536363636,0.666666667,0,0.666666667,1,0.115905758,0.5,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Kia Sorento,2032
0.064226243,0.214285714,0.080557347,0.590909091,0.333333333,0.8,1,0.666666667,0.197725216,0.25,0.6,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Ford Explorer,2033
0.495077517,0.928571429,0.470552857,0.1,1,0.4,0.833333333,0.666666667,0.957878245,0,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,BMW X5,2034
0.279965965,0.142857143,0.20362302,0.077272727,0.833333333,1,0.5,0.333333333,0.664810077,0.75,0,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,BMW M3,2035
0.008556447,0.928571429,0.019732651,0.590909091,0,0.6,0,0.333333333,0.120561109,0.75,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Toyota Corolla,2036
0.220518277,0.5,0.182653212,0.954545455,0.5,0.2,0.5,0.333333333,0.021525025,0,0.6,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,Ford Mustang Mach-E,2037
0.331671082,0.714285714,0.237381741,0.095454545,1,0.6,0.5,0.166666667,0.653431529,0,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Chevrolet Corvette,2038
0.148314168,0.857142857,0.140223693,0.568181818,0.333333333,0.4,1,0.833333333,0.258752107,0.75,1,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Toyota Highlander,2039
0.446165046,0.285714286,0.322200421,0.218181818,0.833333333,0.8,0.5,0.166666667,0.389558382,1,0.4,0.474342929,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Chevrolet Camaro,2040
0.365718738,0.642857143,0.31141529,0.186363636,1,0,0.666666667,0.333333333,0.531684608,0.25,0,0.474342929,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Chevrolet Corvette,2041
0.061917164,0.642857143,0.053030379,0.763636364,0.166666667,0.8,0.166666667,0.333333333,0.006510399,0.5,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Ford Fusion,2042
0.637223704,0.357142857,0.626495681,0.040909091,0.666666667,0,1,0.833333333,0.644615814,0.5,0.4,0.474342929,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Mercedes S-Class,2043
0.160568311,0.928571429,0.126858613,0.759090909,0.333333333,0.2,0.333333333,0.166666667,0.306667222,0.5,0.4,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Kia Optima,2044
0.859609728,0.428571429,0.846623943,0.022727273,0.666666667,0.8,0.833333333,1,0.601838702,0.25,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Audi A4,2045
0.140509297,0.428571429,0.149316051,0.990909091,0.333333333,0.8,0.666666667,0.333333333,0.038527311,0.5,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Tesla Model 3,2046
0.168649033,0.071428571,0.145796018,0.636363636,0.5,1,1,0.833333333,0.110110856,0,1,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Subaru Outback,2047
0.12726385,0.285714286,0.124173316,0.390909091,0.666666667,0,0.833333333,0.666666667,0.136709118,0.25,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,Hyundai Tucson,2048
0.364969811,0.5,0.343082864,0.013636364,1,0.2,0.333333333,0.5,0.454301535,0,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Ford Mustang,2049
0.116345813,0.142857143,0.100974115,0.445454545,0.333333333,0.6,1,0.833333333,0.251251733,0.25,0.6,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Mazda CX-5,2050
0.126119504,0.214285714,0.101894885,0.586363636,0.5,0.6,0.666666667,0.5,0.28227096,0.5,0.4,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,Kia Optima,2051
0.272911212,0.142857143,0.244909164,0.281818182,0.833333333,0,0.666666667,0.5,0.641860228,0.5,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Chevrolet Camaro,2052
0.091808001,0.428571429,0.09601953,0.927272727,0.333333333,0.4,0.666666667,0.5,0.203820811,0.5,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Hyundai Ioniq,2053
0.102930615,0.571428571,0.100688546,0.468181818,0.666666667,0.6,0.333333333,0.333333333,0.382408046,0.5,1,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Tata Harrier,2054
0.095927343,0.5,0.091052167,0.827272727,0.333333333,0.4,0.5,0.5,0.156163213,0.25,0.4,0.052565707,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Honda Clarity,2055
0.100355039,0.428571429,0.093682651,0.972727273,0.5,0.4,0.666666667,0.333333333,0.209591041,0.75,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Tesla Model S,2056
0.135631186,0.714285714,0.11187523,0.577272727,0.333333333,0,0.666666667,1,0.303742014,0,1,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Volkswagen Tiguan,2057
0.236476388,0.857142857,0.200497777,0.654545455,0.666666667,0.4,0.333333333,0.5,0.344455907,0.25,0.4,0.474342929,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Jeep Grand Cherokee,2058
0.939336366,0.642857143,0.750775153,0.109090909,1,0.6,1,0.833333333,0.648749963,0.75,0.4,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Porsche 911,2059
0.386602225,0.642857143,0.278106114,0.072727273,1,0.6,0.333333333,0.5,0.379448914,0.25,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,BMW M3,2060
0.608501115,0.785714286,0.507564139,0.113636364,0.666666667,0.8,0.833333333,0.833333333,0.832856079,0,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,BMW X5,2061
0.051980103,0.285714286,0.048011268,0.863636364,0.166666667,0.6,0,0.333333333,0.141461617,0.25,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Kia Forte,2062
0.10989906,0.857142857,0.097870785,0.481818182,0.333333333,1,0.666666667,0.833333333,0.195432235,1,1,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,Nissan Rogue,2063
0.790263753,0.285714286,0.736718381,0.163636364,0.666666667,1,1,1,0.85458465,0.5,0.4,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Porsche 911,2064
0.177541359,0.357142857,0.137801242,0.690909091,0.333333333,0.6,0.666666667,0.166666667,0.250927909,0.25,0.4,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Kia Optima,2065
0.091452221,0.214285714,0.093434202,0.863636364,0.666666667,0.2,0.666666667,0.666666667,0.028087852,0.5,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Tesla Model S,2066
0.048105627,1,0.025333481,0.945454545,0.333333333,1,0.333333333,0.166666667,0.136689072,1,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,Toyota Camry,2067
0.355929094,0.928571429,0.281525483,0.018181818,1,1,0.5,0.166666667,0.549206555,0.5,0.4,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,BMW M3,2068
0.178433755,0.428571429,0.150341243,0.513636364,0.666666667,0,0.833333333,1,0.237680435,0.5,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,Hyundai Tucson,2069
0.070181697,0.214285714,0.043391168,0.740909091,0.333333333,0,0,0.333333333,0.133356772,0.75,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Nissan Sentra,2070
0.019944422,0.857142857,0.025236576,0.854545455,0.333333333,0,0.166666667,0.166666667,0.063070065,0.75,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Ford Fusion,2071
0.134243002,0,0.122196419,0.663636364,0.666666667,0.6,0.666666667,0.666666667,0.215831587,0.75,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Nissan Rogue,2072
0.175314749,0.785714286,0.138764337,0.536363636,0.666666667,0.2,0.5,0.333333333,0.321854554,0,1,0.474342929,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Chrysler Pacifica,2073
0.084288338,0.142857143,0.098767272,0.636363636,0.666666667,0.8,0.666666667,1,0.201500075,0,0.6,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Honda CR-V,2074
0.615947177,0.928571429,0.511183794,0.1,0.666666667,0.8,1,0.833333333,0.639197164,0,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,BMW X5,2075
0.094988873,0.357142857,0.079174774,0.672727273,0.5,0.2,0.833333333,0.833333333,0.14258729,0.75,1,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,Volkswagen Tiguan,2076
0.072265758,0.071428571,0.040089229,0.840909091,0.166666667,0.6,0.333333333,0.333333333,0.021409373,1,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Toyota Camry,2077
0.496879669,0.357142857,0.512376083,0.140909091,0.833333333,0,1,1,0.96944492,0.75,0.4,0.474342929,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Jaguar XF,2078
0.277863843,0.714285714,0.261825963,0.054545455,0.833333333,0.4,0.666666667,0.5,0.665434595,1,0,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Dodge Charger,2079
0.162975325,0.857142857,0.144126084,0.518181818,0.666666667,1,0.666666667,0.666666667,0.294266316,0.25,1,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,Nissan Rogue,2080
0.576983014,0.785714286,0.516120223,0.177272727,0.833333333,0.4,0.833333333,0.666666667,0.694401396,1,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Jaguar XF,2081
0.001340974,0.357142857,0.014129046,0.8,0.333333333,0.4,0.333333333,0.333333333,0.065554255,0.25,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,Hyundai Elantra,2082
0.113539649,0.428571429,0.116780264,0.686363636,0.333333333,0.2,0.333333333,0.166666667,0.249654203,0.75,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Volkswagen Passat,2083
0.156019589,0,0.141930805,0.509090909,0.333333333,0.8,0.5,0.333333333,0.224998882,0.25,0.4,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,GMC Acadia,2084
0.338085659,0.5,0.288459219,0.190909091,1,0.6,0.5,0.166666667,0.541336097,0.25,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Dodge Charger,2085
0.093381889,0.071428571,0.112971367,0.554545455,0.5,0.8,0.833333333,0.666666667,0.136909581,0.75,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Ford Explorer,2086
0.149011613,0.857142857,0.115705116,0.6,0.5,0.4,1,1,0.283786764,1,1,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Nissan Rogue,2087
0.654254021,0.071428571,0.638923397,0.031818182,0.666666667,0.6,0.833333333,0.833333333,0.868177536,0.75,0.4,0.474342929,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Porsche Cayenne,2088
0.78433696,0.285714286,0.770564004,0.045454545,0.833333333,0.2,0.833333333,1,0.897936935,0.25,0.4,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Mercedes S-Class,2089
0.772243159,0.071428571,0.771420596,0.154545455,0.666666667,0.6,0.833333333,0.833333333,0.930562944,0,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Lexus LS,2090
0.111776325,0.142857143,0.095098123,0.572727273,0.333333333,1,1,0.666666667,0.168627342,0.75,1,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,Honda CR-V,2091
0.140558725,0,0.133996855,0.336363636,0.5,0.2,0.666666667,0.666666667,0.253065146,0.5,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,Nissan Rogue,2092
0.61950838,0.285714286,0.574998378,0.081818182,1,1,0.833333333,0.833333333,0.724766808,0.25,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Mercedes C-Class,2093
0.397025447,0.214285714,0.367552584,0.172727273,1,0.8,0.5,0.166666667,0.345672559,0.5,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,BMW M3,2094
0.068642744,0,0.028164135,0.936363636,0,0.8,0,0,0.049154897,1,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,Toyota Camry,2095
0.06976362,0.428571429,0.029038766,0.877272727,0.333333333,0,0.333333333,0.333333333,0.139961234,1,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Toyota Camry,2096
0.434730456,0.071428571,0.389697278,0.231818182,0.833333333,1,0.5,0.333333333,0.733226317,0,0,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Dodge Charger,2097
0.101942554,0.857142857,0.092491345,0.495454545,0.333333333,1,0.666666667,0.166666667,0.336918524,0.25,0.4,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Kia Optima,2098
0.122685547,0.642857143,0.120312728,0.722727273,0.5,0.8,1,0.833333333,0.209140772,0.5,0.6,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Mazda CX-5,2099
0.052528779,0.642857143,0.023687542,0.786363636,0.333333333,0.2,0,0,0.080878827,0.75,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,Ford Fusion,2100
0.035798217,1,0.035638134,0.904545455,0,0,0,0.333333333,0.095953591,0.75,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Toyota Camry,2101
0.211748545,0.285714286,0.157988873,0.604545455,0.333333333,0.6,0.666666667,0.333333333,0.202577945,0,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,Dodge Durango,2102
0.098999951,0.785714286,0.087160357,0.977272727,0.333333333,0.8,0.333333333,0.333333333,0.110929667,1,0.4,0.574468085,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,Tesla Model S,2103
0.874286622,0.214285714,0.831749955,0.072727273,1,0,1,0.833333333,0.888942346,0.25,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Jaguar F-Pace,2104
0.033885259,0.642857143,0.034105636,0.722727273,0.333333333,0,0.333333333,0.166666667,0.142914198,1,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Toyota Corolla,2105
0.194309398,0.857142857,0.157364252,0.977272727,0.5,1,0.5,0.5,0.180833954,1,0.6,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,Tesla Model 3,2106
0.114398408,0.285714286,0.120173441,0.840909091,0.666666667,0.6,0.666666667,0.5,0.182997405,0,0.4,0.360450563,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,Toyota Prius,2107
0.403823762,0,0.343845095,0.127272727,0.833333333,0.2,0.5,0.166666667,0.718389023,0.25,0.4,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,Ford Mustang,2108
0.594135386,0.571428571,0.515739657,0.136363636,1,0.8,0.833333333,0.833333333,0.668820865,0.75,0.6,0.474342929,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Audi Q7,2109
0.057746772,0.714285714,0.070919812,0.6,0.5,1,0.666666667,0.666666667,0.221728263,0.75,0.6,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,Honda CR-V,2110
0.585496794,0.785714286,0.604450378,0.040909091,1,0.4,1,0.666666667,0.674270356,0.25,0.6,0.474342929,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Audi A4,2111
0.703015885,0.5,0.676425217,0.1,0.666666667,0.2,1,0.666666667,0.703821582,0,0.6,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Jaguar F-Pace,2112
0.867447154,0.071428571,0.848450394,0.004545455,0.833333333,0.2,1,0.666666667,0.6463475,1,0.4,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Audi Q7,2113
0.535199654,0.071428571,0.47868478,0.131818182,1,0.2,1,0.833333333,0.542827228,0.75,0.6,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Lexus LS,2114
0.091305994,0.642857143,0.093183845,0.463636364,0.333333333,0.2,0.666666667,0.166666667,0.221032813,0,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Chrysler Pacifica,2115
0.002503382,0.214285714,0.008188702,0.804545455,0.333333333,0,0,0.333333333,0.062534985,0.25,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Ford Focus,2116
0.064424655,0.928571429,0.080469751,0.65,0.333333333,0.4,1,1,0.105204155,0.75,1,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Chevrolet Traverse,2117
0.236290035,0.357142857,0.22534257,0.431818182,0.666666667,0.2,0.5,0.333333333,0.273677296,0.25,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Chevrolet Malibu,2118
0.060952411,0.357142857,0.044939623,0.809090909,0.333333333,0.2,0,0.333333333,0.080676822,1,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,Honda Accord,2119
0.461545117,0.428571429,0.403033392,0.022727273,1,1,1,0.666666667,0.679369808,0.25,0.4,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Mercedes C-Class,2120
0.371353455,0.857142857,0.314891496,0.227272727,0.833333333,0.2,0.333333333,0.5,0.372050313,1,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Ford Mustang,2121
